id,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
"127","10610542854",学院桥,,,,,,,,"""name:en""=>""Xueyuan Bridge"",""name:zh""=>""学院桥"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"128","10610542855",六道口,,,,,,,,"""name:en""=>""Liudaokou"",""name:zh""=>""六道口"",""name:zh-Hans""=>""六道口"",""name:zh-Hant""=>""六道口"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"129","10610542858",学知园,,,,,,,,"""name:en""=>""Xuezhiyuan"",""name:zh""=>""学知园"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"130","10610542859",学知园,,,,,,,,"""name:en""=>""Xuezhiyuan"",""name:zh""=>""学知园"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"131","10610542860",清河小营桥,,,,,,,,"""name:en""=>""Qinghe Xiaoying Bridge"",""name:zh""=>""清河小营桥"",""public_transport""=>""stop_position"",""railway""=>""stop"",""subway""=>""yes"""
"132","10702250169",林大北路东口,,,,,,,,"""bus""=>""yes"",""name:zh""=>""林大北路东口"",""public_transport""=>""stop_position"""
"133","10702250171",林大北路东口,,,,,,,,"""bus""=>""yes"",""name:zh""=>""林大北路东口"",""public_transport""=>""stop_position"""
"134","10707024844",物美,,,,,,,,"""brand""=>""物美"",""brand:en""=>""Wumart"",""brand:wikidata""=>""Q8039225"",""brand:zh""=>""物美"",""name:en""=>""Wumart"",""name:zh""=>""物美"",""shop""=>""supermarket"""
"135","10707024851",丰茂烤串,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""barbecue"""
"136","10707024852",七八冷面,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""chinese"""
"137","10707024853",美利达,,,,,,,,"""brand""=>""美利达"",""brand:en""=>""Merida"",""brand:wikidata""=>""Q619230"",""brand:zh""=>""美利达"",""name:en""=>""Merida"",""name:zh""=>""美利达"",""shop""=>""bicycle"""
"138","10707024854",精益口腔,,,,,,,,"""amenity""=>""dentist"",""healthcare""=>""dentist"",""healthcare:speciality""=>""orthodontics"""
"139","10708191741",六道口,,,,,,,,"""bus""=>""yes"",""name:zh""=>""六道口"",""name:zh-Hans""=>""六道口"",""name:zh-Hant""=>""六道口"",""public_transport""=>""stop_position"""
"140","10732706880",花虎沟,,,,,,,,"""bus""=>""yes"",""name:zh""=>""花虎沟"",""public_transport""=>""stop_position"""
"141","10732706881",上清桥南,,,,,,,,"""bus""=>""yes"",""name:zh""=>""上清桥南"",""public_transport""=>""stop_position"""
"142","10732706885",花虎沟南,,,,,,,,"""bus""=>""yes"",""name:zh""=>""花虎沟南"",""public_transport""=>""stop_position"""
"143","10888543688",北沙滩桥北,,,,,,,,"""bus""=>""yes"",""name:zh""=>""北沙滩桥北"",""public_transport""=>""stop_position"""
"144","10888543690",二里庄车站,,,108102041t005,,,,,"""amenity""=>""toilets"",""fee""=>""no"",""opening_hours""=>""24/7"",""operator""=>""北京海淀生态环保有限公司"",""phone""=>""+86 10 6871 6285"",""wheelchair""=>""yes"""
"145","11799850919",静淑苑,,,,,,,,"""bus""=>""yes"",""name:zh""=>""静淑苑"",""name:zh-Hans""=>""静淑苑"",""name:zh-Hant""=>""靜淑苑"",""public_transport""=>""stop_position"""
"146","11799850920",静淑苑,,,,,,,,"""bus""=>""yes"",""name:zh""=>""静淑苑"",""name:zh-Hans""=>""静淑苑"",""name:zh-Hant""=>""靜淑苑"",""public_transport""=>""stop_position"""
"147","11799850931",六道口岗楼,,,108102041t177,,,,,"""amenity""=>""toilets"",""opening_hours""=>""24/7"",""operator""=>""北京海淀生态环保有限公司"",""phone""=>""+86 10 6871 6285"""
"148","11816605567",双泉堡,,,,,,,,"""bus""=>""yes"",""name:zh""=>""双泉堡"",""public_transport""=>""stop_position"""
"149","11816634969",双泉堡东,,,,,,,,"""bus""=>""yes"",""name:zh""=>""双泉堡东"",""public_transport""=>""stop_position"""
"150","11816634971",双泉堡东,,,,,,,,"""bus""=>""yes"",""name:zh""=>""双泉堡东"",""public_transport""=>""stop_position"""
"151","12973194985",ZamZam 印巴餐厅,,,,,,,,"""amenity""=>""restaurant"",""cuisine""=>""indian"",""name:en""=>""Zam Zam Restaurant"""
"152","13097805783",比格披萨,,,,,,,,"""amenity""=>""restaurant"",""brand""=>""比格披萨"",""brand:en""=>""Bigpizza"",""brand:wikidata""=>""Q108167598"",""brand:zh""=>""比格披萨"",""cuisine""=>""pizza"",""name:en""=>""Bigpizza"",""name:zh""=>""比格披萨"""
"153","13097805784",Wagas,,,,,,,,"""amenity""=>""cafe"",""brand""=>""Wagas"",""brand:en""=>""Wagas"",""brand:wikidata""=>""Q104668297"",""brand:zh""=>""沃歌斯"",""cuisine""=>""coffee_shop"",""name:en""=>""Wagas"",""name:zh""=>""沃歌斯"",""takeaway""=>""yes"""
"154","13097805785",小米之家,,,,,,,,"""brand""=>""小米"",""brand:en""=>""Xiaomi"",""brand:wikidata""=>""Q1636958"",""brand:zh""=>""小米"",""name:en""=>""Mi"",""name:zh""=>""小米之家"",""shop""=>""mobile_phone"""
"155","13097805786",西贝莜面村,,,,,,,,"""amenity""=>""restaurant"",""brand""=>""西贝莜面村"",""brand:wikidata""=>""Q111041047"",""cuisine""=>""chinese"""
"156","13097805787",星巴克,,,,,,,,"""amenity""=>""cafe"",""brand""=>""星巴克"",""brand:en""=>""Starbucks"",""brand:wikidata""=>""Q37158"",""brand:zh""=>""星巴克"",""cuisine""=>""coffee_shop"",""name:en""=>""Starbucks"",""name:zh""=>""星巴克"",""takeaway""=>""yes"""
"157","13097805788",呷哺呷哺,,,,,,,,"""amenity""=>""restaurant"",""brand""=>""呷哺呷哺"",""brand:en""=>""Xiabuxiabu"",""brand:wikidata""=>""Q10866036"",""brand:zh""=>""呷哺呷哺"",""cuisine""=>""chinese"",""name:en""=>""Xiabuxiabu"",""name:zh""=>""呷哺呷哺"""
"158","13097805789",必胜客,,,,,,,,"""amenity""=>""restaurant"",""brand""=>""必胜客"",""brand:en""=>""Pizza Hut"",""brand:wikidata""=>""Q191615"",""brand:zh""=>""必胜客"",""cuisine""=>""pizza"",""name:en""=>""Pizza Hut"",""name:zh""=>""必胜客"""
"159","13097805790",霸王茶姬,,,,,,,,"""amenity""=>""cafe"",""brand""=>""霸王茶姬"",""brand:en""=>""Chagee"",""brand:wikidata""=>""Q125052867"",""brand:zh""=>""霸王茶姬"",""cuisine""=>""bubble_tea"",""name:en""=>""Chagee"",""name:zh""=>""霸王茶姬"",""takeaway""=>""yes"""
"160","13239886788",石板房,,,,,,neighbourhood,,"""description""=>""已拆迁的自然村"",""historic""=>""yes"""
"161","13353033379",双泉堡,,,,,,neighbourhood,,"""description""=>""讀作「雙泉鋪」"",""historic""=>""yes"",""name:zh-Hant""=>""雙泉堡"""
"162","13647696695",娘娘庙,,,,,,neighbourhood,,"""historic""=>""yes"",""name:zh-hant""=>""娘娘廟"""
